 10/09/1812 Fri 04:35:32  255456ec42 "toward her."
 10/12/1812 Mon 07:12:24  a66a2b3b7f "one of those who sympathized with his plans and ought to rejoice at"
 10/12/1812 Mon 07:13:08  94ffe9c044 "his success. In the course of conversation he mentioned Moscow and"
 10/12/1812 Mon 07:14:27  6025330e23 "questioned Balashëv about the Russian capital, not merely as an"
 10/12/1812 Mon 07:15:56  f1fc68c83d "interested traveler asks about a new city he intends to visit, but as"
 10/12/1812 Mon 07:17:12  76371b3182 "if convinced that Balashëv, as a Russian, must be flattered by his"
 10/12/1812 Mon 07:18:08  efd2f1d945 "curiosity."
 10/12/1812 Mon 07:19:57  983312fbc8 "“How many inhabitants are there in Moscow? How many houses? Is it true"
 10/12/1812 Mon 07:20:45  62190ace67 "that Moscow is called ‘Holy Moscow’? How many churches are there in"
 10/12/1812 Mon 07:22:11  65adaabcce "Moscow?” he asked."
 10/12/1812 Mon 07:22:42  a1a7179952 "And receiving the reply that there were more than two hundred churches,"
 10/12/1812 Mon 07:24:20  dca104df12 "he remarked:"
 10/12/1812 Mon 07:26:18  83e319de71 "“Why such a quantity of churches?”"
 10/12/1812 Mon 07:28:01  215b0cb6df "“The Russians are very devout,” replied Balashëv."
 10/12/1812 Mon 07:29:03  b080dbd0df "“But a large number of monasteries and churches is always a sign of the"
 10/12/1812 Mon 07:30:38  17c111f8f4 "backwardness of a people,” said Napoleon, turning to Caulaincourt for"
 10/12/1812 Mon 07:32:06  fb67b8b72d "appreciation of this remark."
 10/12/1812 Mon 07:34:05  2fad0b65f0 "Balashëv respectfully ventured to disagree with the French Emperor."
 10/12/1812 Mon 07:36:31  ccd220e35a "“Every country has its own character,” said he."
 10/12/1812 Mon 07:37:44  2d3868bdf8 "“But nowhere in Europe is there anything like that,” said Napoleon."
 10/12/1812 Mon 07:39:08  c0deace001 "“I beg your Majesty’s pardon,” returned Balashëv, “besides Russia there"
 10/12/1812 Mon 07:41:22  f5751a64b2 "is Spain, where there are also many churches and monasteries.”"
 10/12/1812 Mon 07:43:49  440395bd12 "This reply of Balashëv’s, which hinted at the recent defeats of the"
 10/12/1812 Mon 07:45:11  d59c5419d3 "French in Spain, was much appreciated when he related it at Alexander’s"
 10/12/1812 Mon 07:46:07  d0397781f3 "court, but it was not much appreciated at Napoleon’s dinner, where it"
 10/12/1812 Mon 07:47:20  7755659b81 "passed unnoticed."
 10/12/1812 Mon 07:48:54  39a5a09a91 "The uninterested and perplexed faces of the marshals showed that they"
 10/12/1812 Mon 07:51:07  7dc81126a5 "were puzzled as to what Balashëv’s tone suggested. “If there is a point"
 10/12/1812 Mon 07:52:46  2cc7440657 "we don’t see it, or it is not at all witty,” their expressions seemed"
 10/12/1812 Mon 07:54:39  081bcd0ef8 "to say. So little was his rejoinder appreciated that Napoleon did not"
 10/12/1812 Mon 07:56:16  43481d24af "notice it at all and naïvely asked Balashëv through what towns the"
 10/12/1812 Mon 07:57:31  36addf5e24 "direct road from there to Moscow passed. Balashëv, who was on the alert"
 10/12/1812 Mon 07:59:38  8c18120c34 "all through the dinner, replied that just as “all roads lead to Rome,”"
 10/12/1812 Mon 08:01:56  c7b614f0e9 "so all roads lead to Moscow: there were many roads, and “among them the"
 10/12/1812 Mon 08:04:10  8577197d8f "road through Poltáva, which Charles XII chose.” Balashëv involuntarily"
 10/12/1812 Mon 08:04:56  65aeae45ea "flushed with pleasure at the aptitude of this reply, but hardly had"
 10/12/1812 Mon 08:05:40  c0deace001 "he uttered the word Poltáva before Caulaincourt began speaking of the"
 10/12/1812 Mon 08:06:44  fe7f01b6e0 "badness of the road from Petersburg to Moscow and of his Petersburg"
 10/12/1812 Mon 08:08:25  77ef5f9616 "reminiscences."
 10/12/1812 Mon 08:10:00  eaa2dd6b4e "After dinner they went to drink coffee in Napoleon’s study, which four"
 10/12/1812 Mon 08:12:04  be53a593d7 "days previously had been that of the Emperor Alexander. Napoleon sat"
 10/12/1812 Mon 08:13:13  dd2a56d897 "down, toying with his Sèvres coffee cup, and motioned Balashëv to a"
 10/12/1812 Mon 08:13:54  8a6a09d91c "chair beside him."
 10/12/1812 Mon 08:14:30  c2f5b3f311 "Napoleon was in that well-known after-dinner mood which, more than"
 10/12/1812 Mon 08:16:44  f865631040 "any reasoned cause, makes a man contented with himself and disposed to"
 10/12/1812 Mon 08:18:23  0e0dd1ac2e "consider everyone his friend. It seemed to him that he was surrounded"
 10/12/1812 Mon 08:20:28  723da34a43 "by men who adored him: and he felt convinced that, after his dinner,"
 10/12/1812 Mon 08:22:30  1d2cd6f441 "Balashëv too was his friend and worshiper. Napoleon turned to him with a"
 10/12/1812 Mon 08:24:52  c59aaa886b "pleasant, though slightly ironic, smile."
 10/12/1812 Mon 08:25:43  567ad06e9b "“They tell me this is the room the Emperor Alexander occupied? Strange,"
 10/12/1812 Mon 08:27:24  c0deace001 "isn’t it, General?” he said, evidently not doubting that this remark"
 10/12/1812 Mon 08:28:04  7cf79e82cc "would be agreeable to his hearer since it went to prove his, Napoleon’s,"
 10/12/1812 Mon 08:30:29  e7acbded1d "superiority to Alexander."
 10/12/1812 Mon 08:32:54  ba3f4a1e71 "Balashëv made no reply and bowed his head in silence."
 10/12/1812 Mon 08:34:17  1f052cf019 "“Yes. Four days ago in this room, Wintzingerode and Stein were"
 10/12/1812 Mon 08:35:46  b2ace95d08 "deliberating,” continued Napoleon with the same derisive and"
 10/12/1812 Mon 08:37:47  54d38a4d28 "self-confident smile. “What I can’t understand,” he went on, “is that"
 10/12/1812 Mon 08:40:11  338c57e4b0 "the Emperor Alexander has surrounded himself with my personal enemies."
 10/12/1812 Mon 08:40:55  bae1e757d1 "That I do not... understand. Has he not thought that I may do the same?”"
 10/12/1812 Mon 08:41:55  95a9844c55 "and he turned inquiringly to Balashëv, and evidently this thought turned"
 10/12/1812 Mon 08:43:05  06572530ae "him back on to the track of his morning’s anger, which was still fresh"
 10/12/1812 Mon 08:45:18  ed322fbef9 "in him."
 10/12/1812 Mon 08:46:06  6c63f545f6 "“And let him know that I will do so!” said Napoleon, rising and pushing"
 10/12/1812 Mon 08:47:00  2bf58f8b13 "his cup away with his hand. “I’ll drive all his Württemberg, Baden, and"
 10/12/1812 Mon 08:49:29  4c260309fa "Weimar relations out of Germany.... Yes. I’ll drive them out. Let him"
 10/12/1812 Mon 08:50:24  e6324ae2c6 "prepare an asylum for them in Russia!”"
 10/12/1812 Mon 08:52:14  ac076ba625 "Balashëv bowed his head with an air indicating that he would like to"
 10/12/1812 Mon 08:53:09  74dcfd4ac3 "make his bow and leave, and only listened because he could not help"
 10/12/1812 Mon 08:55:15  c1b0292444 "hearing what was said to him. Napoleon did not notice this expression;"
 10/12/1812 Mon 08:56:03  3a97e81163 "he treated Balashëv not as an envoy from his enemy, but as a man"
 10/12/1812 Mon 08:58:32  c0deace001 "now fully devoted to him and who must rejoice at his former master’s"
 10/12/1812 Mon 08:59:31  85bfd3ce74 "humiliation."
 10/12/1812 Mon 09:01:58  2807c70183 "“And why has the Emperor Alexander taken command of the armies? What is"
 10/12/1812 Mon 09:04:11  6b30cb0272 "the good of that? War is my profession, but his business is to reign"
 10/12/1812 Mon 09:06:19  511e0722c9 "and not to command armies! Why has he taken on himself such a"
 10/12/1812 Mon 09:08:21  e7ae80146b "responsibility?”"
 10/12/1812 Mon 09:10:06  b2536f9465 "Again Napoleon brought out his snuffbox, paced several times up and down"
 10/12/1812 Mon 09:12:07  9f2c8c906e "the room in silence, and then, suddenly and unexpectedly, went up to"
 10/12/1812 Mon 09:14:22  c108e2ed0e "Balashëv and with a slight smile, as confidently, quickly, and simply"
 10/12/1812 Mon 09:15:10  58d106443e "as if he were doing something not merely important but pleasing to"
 10/12/1812 Mon 09:16:32  12d8f39bbd "Balashëv, he raised his hand to the forty-year-old Russian general’s"
 10/12/1812 Mon 09:18:57  684165dac7 "face and, taking him by the ear, pulled it gently, smiling with his lips"
 10/12/1812 Mon 09:19:40  346465c9df "only."
 10/12/1812 Mon 09:20:49  a934533146 "To have one’s ear pulled by the Emperor was considered the greatest"
 10/12/1812 Mon 09:22:08  00b6f29b31 "honor and mark of favor at the French court."
 10/12/1812 Mon 09:23:42  4f3a97cbe8 "“Well, adorer and courtier of the Emperor Alexander, why don’t you say"
 10/12/1812 Mon 09:24:22  54f9752e3d "anything?” said he, as if it was ridiculous, in his presence, to be the"
 10/12/1812 Mon 09:25:35  8a9a3400de "adorer and courtier of anyone but himself, Napoleon. “Are the horses"
 10/12/1812 Mon 09:27:23  d23a981c8b "ready for the general?” he added, with a slight inclination of his head"
 10/12/1812 Mon 09:28:25  7155f192b1 "in reply to Balashëv’s bow. “Let him have mine, he has a long way to"
 10/12/1812 Mon 09:30:10  1774357082 "go!”"
 10/12/1812 Mon 09:31:42  ac9328c20f "The letter taken by Balashëv was the last Napoleon sent to Alexander."
 10/12/1812 Mon 09:32:55  b18c4d4d69 "Every detail of the interview was communicated to the Russian monarch,"
 10/12/1812 Mon 09:35:05  6403f46e95 "and the war began...."
 10/12/1812 Mon 09:36:36  fe2b5fbaac "CHAPTER VIII"
 10/12/1812 Mon 09:38:14  ea8119f5cb "After his interview with Pierre in Moscow, Prince Andrew went to"
 10/12/1812 Mon 09:39:36  987999cad2 "Petersburg, on business as he told his family, but really to meet"
 10/12/1812 Mon 09:41:25  d3cdde4a5e "Anatole Kurágin whom he felt it necessary to encounter. On reaching"
 10/12/1812 Mon 09:42:31  b2db124634 "Petersburg he inquired for Kurágin but the latter had already left the"
 10/12/1812 Mon 09:44:11  dd90da737f "city. Pierre had warned his brother-in-law that Prince Andrew was on"
 10/12/1812 Mon 09:45:59  c01808c1d4 "his track. Anatole Kurágin promptly obtained an appointment from"
 10/12/1812 Mon 09:47:04  7bf01a5a38 "the Minister of War and went to join the army in Moldavia. While in"
 10/12/1812 Mon 09:49:13  1562439c36 "Petersburg Prince Andrew met Kutúzov, his former commander who was"
 10/12/1812 Mon 09:50:59  34e6cb336e "always well disposed toward him, and Kutúzov suggested that he should"
 10/12/1812 Mon 09:51:47  2c8713fd0e "accompany him to the army in Moldavia, to which the old general had"
 10/12/1812 Mon 09:53:27  3dfe5ff44b "been appointed commander in chief. So Prince Andrew, having received an"
 10/12/1812 Mon 09:54:37  335ee0416d "appointment on the headquarters staff, left for Turkey."
 10/12/1812 Mon 09:56:32  a332d74eab "Prince Andrew did not think it proper to write and challenge Kurágin."
 10/12/1812 Mon 09:57:35  aa8bf07a5a "He thought that if he challenged him without some fresh cause it might"
 10/12/1812 Mon 09:58:31  12cd421901 "compromise the young Countess Rostóva and so he wanted to meet Kurágin"
 10/12/1812 Mon 10:00:45  a9303b5543 "personally in order to find a fresh pretext for a duel. But he again"
 10/12/1812 Mon 10:02:40  c3c6adb1d8 "failed to meet Kurágin in Turkey, for soon after Prince Andrew arrived,"
 10/12/1812 Mon 10:03:23  a38a43b7f8 "the latter returned to Russia. In a new country, amid new conditions,"
 10/12/1812 Mon 10:05:42  0f3f29553e "Prince Andrew found life easier to bear. After his betrothed had broken"
 10/12/1812 Mon 10:06:16  2db83ff7ff "faith with him—which he felt the more acutely the more he tried to"
 10/12/1812 Mon 10:07:48  b9a131f576 "conceal its effects—the surroundings in which he had been happy became"
 10/12/1812 Mon 10:09:12  de5aa99e69 "trying to him, and the freedom and independence he had once prized"
 10/12/1812 Mon 10:09:49  c0deace001 "so highly were still more so. Not only could he no longer think the"
 10/12/1812 Mon 10:10:23  550e7224d0 "thoughts that had first come to him as he lay gazing at the sky on the"
 10/12/1812 Mon 10:11:32  ee71b7e3e1 "field of Austerlitz and had later enlarged upon with Pierre, and which"
 10/12/1812 Mon 10:12:55  8b65a51865 "had filled his solitude at Boguchárovo and then in Switzerland and Rome,"
 10/12/1812 Mon 10:14:23  eae706635e "but he even dreaded to recall them and the bright and boundless horizons"
 10/12/1812 Mon 10:16:07  2a20caf00e "they had revealed. He was now concerned only with the nearest practical"
 10/12/1812 Mon 10:17:02  2d8c0cb6ca "matters unrelated to his past interests, and he seized on these the more"
 10/12/1812 Mon 10:19:24  e38ed45341 "eagerly the more those past interests were closed to him. It was as if"
 10/12/1812 Mon 10:20:08  d338497e4f "that lofty, infinite canopy of heaven that had once towered above him"
 10/12/1812 Mon 10:21:56  bf1a51fb18 "had suddenly turned into a low, solid vault that weighed him down, in"
 10/12/1812 Mon 10:23:37  bd694e09d8 "which all was clear, but nothing eternal or mysterious."
 10/12/1812 Mon 10:24:57  e55ade2688 "Of the activities that presented themselves to him, army service was the"
 10/12/1812 Mon 10:25:55  86cb18e391 "simplest and most familiar. As a general on duty on Kutúzov’s staff,"
 10/12/1812 Mon 10:26:54  0bfd409aa1 "he applied himself to business with zeal and perseverance and surprised"
 10/12/1812 Mon 10:28:49  050e851c39 "Kutúzov by his willingness and accuracy in work. Not having found"
 10/12/1812 Mon 10:29:19  d11fb7922b "Kurágin in Turkey, Prince Andrew did not think it necessary to rush back"
 10/12/1812 Mon 10:31:26  3a3b3d7391 "to Russia after him, but all the same he knew that however long it might"
 10/12/1812 Mon 10:33:31  c7efbccfdd "be before he met Kurágin, despite his contempt for him and despite all"
 10/12/1812 Mon 10:35:03  ee2934a708 "the proofs he deduced to convince himself that it was not worth stooping"
 10/12/1812 Mon 10:35:51  8f14cb84e3 "to a conflict with him—he knew that when he did meet him he would not"
 10/12/1812 Mon 10:37:22  3c4c79910b "be able to resist calling him out, any more than a ravenous man can help"
 10/12/1812 Mon 10:39:27  18305b56b5 "snatching at food. And the consciousness that the insult was not yet"
 10/12/1812 Mon 10:40:33  9d9e5a0285 "avenged, that his rancor was still unspent, weighed on his heart and"
 10/12/1812 Mon 10:41:40  04f90b2edd "poisoned the artificial tranquillity which he managed to obtain in"
 10/12/1812 Mon 10:43:10  605e1c551e "Turkey by means of restless, plodding, and rather vainglorious and"
 10/12/1812 Mon 10:44:29  7e6cb1e744 "ambitious activity."
 10/12/1812 Mon 10:45:25  3542a8cbb7 "In the year 1812, when news of the war with Napoleon reached"
 10/12/1812 Mon 10:46:51  0fec049a28 "Bucharest—where Kutúzov had been living for two months, passing his"
 10/12/1812 Mon 10:49:05  26f4c5a567 "days and nights with a Wallachian woman—Prince Andrew asked Kutúzov"
 10/12/1812 Mon 10:50:47  bb448ea4ec "to transfer him to the Western Army. Kutúzov, who was already weary of"
 10/12/1812 Mon 10:52:20  73c152beeb "Bolkónski’s activity which seemed to reproach his own idleness, very"
 10/12/1812 Mon 10:54:12  b33447a02b "readily let him go and gave him a mission to Barclay de Tolly."
 10/12/1812 Mon 10:55:51  1ca6e5aefc "Before joining the Western Army which was then, in May, encamped at"
 10/12/1812 Mon 10:57:56  bd05f17467 "Drissa, Prince Andrew visited Bald Hills which was directly on his way,"
 10/12/1812 Mon 10:58:41  4ff3a4234d "being only two miles off the Smolénsk highroad. During the last three"
 10/12/1812 Mon 10:59:18  651520de5c "years there had been so many changes in his life, he had thought, felt,"
 10/12/1812 Mon 11:00:37  21168cd0c6 "and seen so much (having traveled both in the east and the west), that"
 10/12/1812 Mon 11:01:48  32c4cd9b1a "on reaching Bald Hills it struck him as strange and unexpected to find"
 10/12/1812 Mon 11:04:17  bb4397216b "the way of life there unchanged and still the same in every detail."
 10/12/1812 Mon 11:05:51  48537b0920 "He entered through the gates with their stone pillars and drove up"
 10/12/1812 Mon 11:08:12  4433047bb7 "the avenue leading to the house as if he were entering an enchanted,"
 10/12/1812 Mon 11:09:52  668862a55e "sleeping castle. The same old stateliness, the same cleanliness, the"
 10/12/1812 Mon 11:12:08  5b70ae776b "same stillness reigned there, and inside there was the same furniture,"
 10/12/1812 Mon 11:12:57  c0deace001 "the same walls, sounds, and smell, and the same timid faces, only"
 10/12/1812 Mon 11:14:31  a9ac6c4950 "somewhat older. Princess Mary was still the same timid, plain maiden"
 10/12/1812 Mon 11:15:12  a22c4d4bd1 "getting on in years, uselessly and joylessly passing the best years of"
 10/12/1812 Mon 11:16:43  3f6e8547ce "her life in fear and constant suffering. Mademoiselle Bourienne was"
 10/12/1812 Mon 11:17:52  00ff124d7f "the same coquettish, self-satisfied girl, enjoying every moment of her"
 10/12/1812 Mon 11:19:35  ea7dd4d830 "existence and full of joyous hopes for the future. She had merely become"
 10/12/1812 Mon 11:21:16  794d9c938a "more self-confident, Prince Andrew thought. Dessalles, the tutor he had"
 10/12/1812 Mon 11:23:18  9c24c3c31e "brought from Switzerland, was wearing a coat of Russian cut and"
 10/12/1812 Mon 11:24:36  84ed98cd3d "talking broken Russian to the servants, but was still the same narrowly"
 10/12/1812 Mon 11:26:53  39b67e953d "intelligent, conscientious, and pedantic preceptor. The old prince"
 10/12/1812 Mon 11:27:32  59bdc2f4c9 "had changed in appearance only by the loss of a tooth, which left a"
 10/12/1812 Mon 11:29:42  7d161b1717 "noticeable gap on one side of his mouth; in character he was the same as"
 10/12/1812 Mon 11:30:41  c1d3e7074b "ever, only showing still more irritability and skepticism as to what was"
 10/12/1812 Mon 11:31:39  83ae3e5724 "happening in the world. Little Nicholas alone had changed. He had grown,"
 10/12/1812 Mon 11:32:46  b01d89b7da "become rosier, had curly dark hair, and, when merry and laughing, quite"
 10/12/1812 Mon 11:33:29  65a8137ef4 "unconsciously lifted the upper lip of his pretty little mouth just"
 10/12/1812 Mon 11:35:39  2591b2a754 "as the little princess used to do. He alone did not obey the law of"
 10/12/1812 Mon 11:37:41  a70558afc2 "immutability in the enchanted, sleeping castle. But though externally"
 10/12/1812 Mon 11:39:38  f0a35cca97 "all remained as of old, the inner relations of all these people had"
 10/12/1812 Mon 11:40:57  c4d420e559 "changed since Prince Andrew had seen them last. The household was"
 10/12/1812 Mon 11:42:34  c0deace001 "divided into two alien and hostile camps, who changed their habits for"
 10/12/1812 Mon 11:43:53  55bfa6a396 "his sake and only met because he was there. To the one camp belonged"
 10/12/1812 Mon 11:46:12  130763ea41 "the old prince, Mademoiselle Bourienne, and the architect; to the other"
 10/12/1812 Mon 11:46:49  563a0d9b1b "Princess Mary, Dessalles, little Nicholas, and all the old nurses and"
 10/12/1812 Mon 11:48:07  8d636d85be "maids."
 10/12/1812 Mon 11:49:22  e6608440b4 "During his stay at Bald Hills all the family dined together, but they"
 10/12/1812 Mon 11:51:50  5cb9228cf2 "were ill at ease and Prince Andrew felt that he was a visitor for whose"
 10/12/1812 Mon 11:54:11  0cbe45dc9b "sake an exception was being made and that his presence made them all"
 10/12/1812 Mon 11:55:04  dc6ef31af8 "feel awkward. Involuntarily feeling this at dinner on the first day, he"
 10/12/1812 Mon 11:55:44  94a6fee4ed "was taciturn, and the old prince noticing this also became morosely dumb"
 10/12/1812 Mon 11:57:29  09d992fd32 "and retired to his apartments directly after dinner. In the evening,"
 10/12/1812 Mon 11:59:26  1bd7982d36 "when Prince Andrew went to him and, trying to rouse him, began to"
 10/12/1812 Mon 12:00:17  e1ece2438a "tell him of the young Count Kámensky’s campaign, the old prince"
 10/12/1812 Mon 12:01:03  754aadb9a8 "began unexpectedly to talk about Princess Mary, blaming her for her"
 10/12/1812 Mon 12:03:32  9d99b4a76f "superstitions and her dislike of Mademoiselle Bourienne, who, he said,"
 10/12/1812 Mon 12:05:29  cb847fef17 "was the only person really attached to him."
 10/12/1812 Mon 12:07:27  5331fafeaa "The old prince said that if he was ill it was only because of Princess"
 10/12/1812 Mon 12:09:28  03b9b72ad9 "Mary: that she purposely worried and irritated him, and that by"
 10/12/1812 Mon 12:10:05  7ee69d347c "indulgence and silly talk she was spoiling little Prince Nicholas. The"
 10/12/1812 Mon 12:11:42  741e075b16 "old prince knew very well that he tormented his daughter and that her"
 10/12/1812 Mon 12:13:45  e167016791 "life was very hard, but he also knew that he could not help tormenting"
 10/12/1812 Mon 12:15:55  7fbb42fb7f "her and that she deserved it. “Why does Prince Andrew, who sees this,"
 10/12/1812 Mon 12:17:53  d1aae36358 "say nothing to me about his sister? Does he think me a scoundrel, or an"
 10/12/1812 Mon 12:18:24  1db3ba9a38 "old fool who, without any reason, keeps his own daughter at a distance"
 10/12/1812 Mon 12:19:03  dccbd24b0d "and attaches this Frenchwoman to himself? He doesn’t understand, so I"
 10/12/1812 Mon 12:21:14  4d935616d7 "must explain it, and he must hear me out,” thought the old prince."
 10/12/1812 Mon 12:23:17  99790d7898 "And he began explaining why he could not put up with his daughter’s"
 10/12/1812 Mon 12:25:28  9692283208 "unreasonable character."
 10/12/1812 Mon 12:27:06  3394db9433 "“If you ask me,” said Prince Andrew, without looking up (he was"
 10/12/1812 Mon 12:27:51  b303527334 "censuring his father for the first time in his life), “I did not wish to"
 10/12/1812 Mon 12:29:02  a448156b4a "speak about it, but as you ask me I will give you my frank opinion. If"
 10/12/1812 Mon 12:30:15  01eb406c7e "there is any misunderstanding and discord between you and Mary, I can’t"
 10/12/1812 Mon 12:31:49  c0deace001 "blame her for it at all. I know how she loves and respects you. Since"
 10/12/1812 Mon 12:33:01  9e26d93183 "you ask me,” continued Prince Andrew, becoming irritable—as he was"
 10/12/1812 Mon 12:35:15  5f4cd7cc76 "always liable to do of late—“I can only say that if there are any"
 10/12/1812 Mon 12:36:52  1afb5a2ebd "misunderstandings they are caused by that worthless woman, who is not"
 10/12/1812 Mon 12:38:03  ba0787af8d "fit to be my sister’s companion.”"
 10/12/1812 Mon 12:40:00  00613a55eb "The old man at first stared fixedly at his son, and an unnatural smile"
 10/12/1812 Mon 12:42:00  c0deace001 "disclosed the fresh gap between his teeth to which Prince Andrew could"
 10/12/1812 Mon 12:43:12  773b4c11f9 "not get accustomed."
 10/12/1812 Mon 12:44:32  aef9f3e8e8 "“What companion, my dear boy? Eh? You’ve already been talking it over!"
 10/12/1812 Mon 12:46:06  f71c2a11cf "Eh?”"
 10/12/1812 Mon 12:47:27  835399239d "“Father, I did not want to judge,” said Prince Andrew, in a hard and"
 10/12/1812 Mon 12:48:46  17fb3f3e7f "bitter tone, “but you challenged me, and I have said, and always shall"
 10/12/1812 Mon 12:49:47  57c0a862cb "say, that Mary is not to blame, but those to blame—the one to blame—is"
 10/12/1812 Mon 12:50:28  13caf45593 "that Frenchwoman.”"
 10/12/1812 Mon 12:51:18  decd3c7536 "“Ah, he has passed judgment... passed judgement!” said the old man in a"
 10/12/1812 Mon 12:52:27  751d805e2d "low voice and, as it seemed to Prince Andrew, with some embarrassment,"
 10/12/1812 Mon 12:54:07  49830e8e2f "but then he suddenly jumped up and cried: “Be off, be off! Let not a"
 10/12/1812 Mon 12:56:22  91f7560bc5 "trace of you remain here!...”"
 10/12/1812 Mon 12:57:11  2bb69aea8e "Prince Andrew wished to leave at once, but Princess Mary persuaded him"
 10/12/1812 Mon 12:58:20  150f3966b6 "to stay another day. That day he did not see his father, who did not"
 10/12/1812 Mon 13:00:36  80bb59d3cd "leave his room and admitted no one but Mademoiselle Bourienne and"
 10/12/1812 Mon 13:01:26  548a1afd82 "Tíkhon, but asked several times whether his son had gone. Next day,"
 10/12/1812 Mon 13:02:16  1f1c16b76c "before leaving, Prince Andrew went to his son’s rooms. The boy,"
 10/12/1812 Mon 13:04:06  d94699a8c0 "curly-headed like his mother and glowing with health, sat on his knee,"
 10/12/1812 Mon 13:04:37  c0deace001 "and Prince Andrew began telling him the story of Bluebeard, but fell"
 10/12/1812 Mon 13:06:34  9fd47867a0 "into a reverie without finishing the story. He thought not of this"
 10/12/1812 Mon 13:07:38  9b38b7c8e7 "pretty child, his son whom he held on his knee, but of himself. He"
 10/12/1812 Mon 13:10:04  c0be6305ed "sought in himself either remorse for having angered his father or regret"
 10/12/1812 Mon 13:11:05  401bc26a64 "at leaving home for the first time in his life on bad terms with him,"
 10/12/1812 Mon 13:12:31  f4a38f151a "and was horrified to find neither. What meant still more to him was that"
 10/12/1812 Mon 13:13:39  11d9458d3b "he sought and did not find in himself the former tenderness for his son"
 10/12/1812 Mon 13:14:24  9985e84592 "which he had hoped to reawaken by caressing the boy and taking him on"
 10/12/1812 Mon 13:16:49  8d72883794 "his knee."
 10/12/1812 Mon 13:18:38  cc659334b5 "“Well, go on!” said his son."
 10/12/1812 Mon 13:20:43  fef1e0c1a9 "Prince Andrew, without replying, put him down from his knee and went out"
 10/12/1812 Mon 13:22:39  4f902324b2 "of the room."
 10/12/1812 Mon 13:23:11  d23acfc2b6 "As soon as Prince Andrew had given up his daily occupations, and"
 10/12/1812 Mon 13:23:58  28fcbb6514 "especially on returning to the old conditions of life amid which he had"
 10/12/1812 Mon 13:24:44  c0deace001 "been happy, weariness of life overcame him with its former intensity,"
 10/12/1812 Mon 13:26:14  c7ae16391c "and he hastened to escape from these memories and to find some work as"
 10/12/1812 Mon 13:27:41  3def6dac3f "soon as possible."
 10/12/1812 Mon 13:29:41  c7837dbdc1 "“So you’ve decided to go, Andrew?” asked his sister."
 10/12/1812 Mon 13:31:22  3ae80ee7d5 "“Thank God that I can,” replied Prince Andrew. “I am very sorry you"
 10/12/1812 Mon 13:33:01  cd8fc3e917 "can’t.”"
 10/12/1812 Mon 13:33:40  47ecf82c40 "“Why do you say that?” replied Princess Mary. “Why do you say that,"
 10/12/1812 Mon 13:34:32  a552f7c44a "when you are going to this terrible war, and he is so old? Mademoiselle"
 10/12/1812 Mon 13:35:57  18e6a655b5 "Bourienne says he has been asking about you....”"
 10/12/1812 Mon 13:36:47  a4cd7c455b "As soon as she began to speak of that, her lips trembled and her tears"
 10/12/1812 Mon 13:38:18  a3960be0a4 "began to fall. Prince Andrew turned away and began pacing the room."
 10/12/1812 Mon 13:39:29  fc04fa4d7c "“Ah, my God! my God! When one thinks who and what—what trash—can cause"
 10/12/1812 Mon 13:40:39  2608fb9684 "people misery!” he said with a malignity that alarmed Princess Mary."
 10/12/1812 Mon 13:42:22  14b6794dc9 "She understood that when speaking of “trash” he referred not only to"
 10/12/1812 Mon 13:44:45  908a689968 "Mademoiselle Bourienne, the cause of her misery, but also to the man who"
 10/12/1812 Mon 13:45:49  480bd1bf6e "had ruined his own happiness."
 10/12/1812 Mon 13:46:45  2290a88af4 "“Andrew! One thing I beg, I entreat of you!” she said, touching his"
 10/12/1812 Mon 13:48:35  19b2492799 "elbow and looking at him with eyes that shone through her tears. “I"
 10/12/1812 Mon 13:50:13  04c7d1d450 "understand you” (she looked down). “Don’t imagine that sorrow is the"
 10/12/1812 Mon 13:50:57  fd6a774b4f "work of men. Men are His tools.” She looked a little above Prince"
 10/12/1812 Mon 13:53:10  8b4524921b "Andrew’s head with the confident, accustomed look with which one looks"
 10/12/1812 Mon 13:55:37  c28255efb7 "at the place where a familiar portrait hangs. “Sorrow is sent by Him,"
 10/12/1812 Mon 13:57:00  710a8cbec7 "not by men. Men are His instruments, they are not to blame. If you think"
 10/12/1812 Mon 13:59:21  6e03130aa7 "someone has wronged you, forget it and forgive! We have no right to"
 10/12/1812 Mon 14:01:43  3bada4415d "punish. And then you will know the happiness of forgiving.”"
 10/12/1812 Mon 14:02:17  b2f7232db0 "“If I were a woman I would do so, Mary. That is a woman’s virtue. But"
 10/12/1812 Mon 14:04:13  9b137328d2 "a man should not and cannot forgive and forget,” he replied, and though"
 10/12/1812 Mon 14:06:01  3c74d5ec6d "till that moment he had not been thinking of Kurágin, all his unexpended"
 10/12/1812 Mon 14:08:30  44d38de6a2 "anger suddenly swelled up in his heart."
 10/12/1812 Mon 14:10:35  6175b623bb "“If Mary is already persuading me to forgive, it means that I ought long"
 10/12/1812 Mon 14:12:31  c0deace001 "ago to have punished him,” he thought. And giving her no further reply,"
 10/12/1812 Mon 14:13:37  767c45a822 "he began thinking of the glad vindictive moment when he would meet"
 10/12/1812 Mon 14:14:22  b16144913c "Kurágin who he knew was now in the army."
 10/12/1812 Mon 14:15:28  6e28177b16 "Princess Mary begged him to stay one day more, saying that she knew how"
 10/12/1812 Mon 14:17:45  38368efc4d "unhappy her father would be if Andrew left without being reconciled to"
